FIPS,State,County,Variable_Code,Value
24001,MD,Allegany,LACCESS_POP10,29069.44994
24001,MD,Allegany,LACCESS_POP15,25628.82862
24001,MD,Allegany,PCH_LACCESS_POP_10_15,-11.83586662
24001,MD,Allegany,PCT_LACCESS_POP10,38.71435793
24001,MD,Allegany,PCT_LACCESS_POP15,34.13217816
24001,MD,Allegany,LACCESS_LOWI10,11732.01278
24001,MD,Allegany,LACCESS_LOWI15,9849.264154
24001,MD,Allegany,PCH_LACCESS_LOWI_10_15,-16.0479592
24001,MD,Allegany,PCT_LACCESS_LOWI10,15.62455922
24001,MD,Allegany,PCT_LACCESS_LOWI15,13.11713633
24001,MD,Allegany,LACCESS_HHNV10,1248.686328
24001,MD,Allegany,LACCESS_HHNV15,865.4446461
24001,MD,Allegany,PCH_LACCESS_HHNV_10_15,-30.69158951
24001,MD,Allegany,PCT_LACCESS_HHNV10,4.279694034
24001,MD,Allegany,PCT_LACCESS_HHNV15,2.966187909
24001,MD,Allegany,LACCESS_SNAP15,1205.158817
24001,MD,Allegany,PCT_LACCESS_SNAP15,4.130509707
24001,MD,Allegany,LACCESS_CHILD10,4083.217323
24001,MD,Allegany,LACCESS_CHILD15,3743.832213
24001,MD,Allegany,LACCESS_CHILD_10_15,-8.311708218
24001,MD,Allegany,PCT_LACCESS_CHILD10,5.437981705
24001,MD,Allegany,PCT_LACCESS_CHILD15,4.985992533
24001,MD,Allegany,LACCESS_SENIORS10,4455.689092
24001,MD,Allegany,LACCESS_SENIORS15,4055.112621
24001,MD,Allegany,PCH_LACCESS_SENIORS_10_15,-8.990224906
24001,MD,Allegany,PCT_LACCESS_SENIORS10,5.934035308
24001,MD,Allegany,PCT_LACCESS_SENIORS15,5.400552188
24001,MD,Allegany,LACCESS_WHITE15,20728.88467
24001,MD,Allegany,PCT_LACCESS_WHITE15,27.60648936
24001,MD,Allegany,LACCESS_BLACK15,4244.325629
24001,MD,Allegany,PCT_LACCESS_BLACK15,5.652543887
24001,MD,Allegany,LACCESS_HISP15,601.8401979
24001,MD,Allegany,PCT_LACCESS_HISP15,0.80152383
24001,MD,Allegany,LACCESS_NHASIAN15,234.1630661
24001,MD,Allegany,PCT_LACCESS_NHASIAN15,0.311855669
24001,MD,Allegany,LACCESS_NHNA15,23.38509949
24001,MD,Allegany,PCT_LACCESS_NHNA15,0.031144006
24001,MD,Allegany,LACCESS_NHPI15,10.33105729
24001,MD,Allegany,PCT_LACCESS_NHPI15,0.013758783
24001,MD,Allegany,LACCESS_MULTIR15,387.7391764
24001,MD,Allegany,PCT_LACCESS_MULTIR15,0.51638656
24003,MD,Anne Arundel,LACCESS_POP10,154300.8275
24003,MD,Anne Arundel,LACCESS_POP15,190277.6146
24003,MD,Anne Arundel,PCH_LACCESS_POP_10_15,23.31600399
24003,MD,Anne Arundel,PCT_LACCESS_POP10,28.69880138
24003,MD,Anne Arundel,PCT_LACCESS_POP15,35.39021505
24003,MD,Anne Arundel,LACCESS_LOWI10,18062.94191
24003,MD,Anne Arundel,LACCESS_LOWI15,27012.60345
24003,MD,Anne Arundel,PCH_LACCESS_LOWI_10_15,49.547087
24003,MD,Anne Arundel,PCT_LACCESS_LOWI10,3.359572275
24003,MD,Anne Arundel,PCT_LACCESS_LOWI15,5.024142473
24003,MD,Anne Arundel,LACCESS_HHNV10,2223.616859
24003,MD,Anne Arundel,LACCESS_HHNV15,2762.20715
24003,MD,Anne Arundel,PCH_LACCESS_HHNV_10_15,24.22136212
24003,MD,Anne Arundel,PCT_LACCESS_HHNV10,1.115276941
24003,MD,Anne Arundel,PCT_LACCESS_HHNV15,1.385412207
24003,MD,Anne Arundel,LACCESS_SNAP15,3481.079881
24003,MD,Anne Arundel,PCT_LACCESS_SNAP15,1.745969907
24003,MD,Anne Arundel,LACCESS_CHILD10,35856.19138
24003,MD,Anne Arundel,LACCESS_CHILD15,44391.41376
24003,MD,Anne Arundel,LACCESS_CHILD_10_15,23.80404069
24003,MD,Anne Arundel,PCT_LACCESS_CHILD10,6.66898377
24003,MD,Anne Arundel,PCT_LACCESS_CHILD15,8.25647138
24003,MD,Anne Arundel,LACCESS_SENIORS10,20217.8424
24003,MD,Anne Arundel,LACCESS_SENIORS15,23443.78169
24003,MD,Anne Arundel,PCH_LACCESS_SENIORS_10_15,15.95590286
24003,MD,Anne Arundel,PCT_LACCESS_SENIORS10,3.76036767
24003,MD,Anne Arundel,PCT_LACCESS_SENIORS15,4.360368282
24003,MD,Anne Arundel,LACCESS_WHITE15,148923.4376
24003,MD,Anne Arundel,PCT_LACCESS_WHITE15,27.69864702
24003,MD,Anne Arundel,LACCESS_BLACK15,27121.4619
24003,MD,Anne Arundel,PCT_LACCESS_BLACK15,5.04438933
24003,MD,Anne Arundel,LACCESS_HISP15,9064.592926
24003,MD,Anne Arundel,PCT_LACCESS_HISP15,1.685946577
24003,MD,Anne Arundel,LACCESS_NHASIAN15,5515.078203
24003,MD,Anne Arundel,PCT_LACCESS_NHASIAN15,1.025763351
24003,MD,Anne Arundel,LACCESS_NHNA15,601.6385468
24003,MD,Anne Arundel,PCT_LACCESS_NHNA15,0.111900276
24003,MD,Anne Arundel,LACCESS_NHPI15,170.023265
24003,MD,Anne Arundel,PCT_LACCESS_NHPI15,0.031623057
24003,MD,Anne Arundel,LACCESS_MULTIR15,7945.975
24003,MD,Anne Arundel,PCT_LACCESS_MULTIR15,1.477891998
24005,MD,Baltimore,LACCESS_POP10,163117.4977
24005,MD,Baltimore,LACCESS_POP15,141213.6311
24005,MD,Baltimore,PCH_LACCESS_POP_10_15,-13.42827527
24005,MD,Baltimore,PCT_LACCESS_POP10,20.26231324
24005,MD,Baltimore,PCT_LACCESS_POP15,17.54143405
24005,MD,Baltimore,LACCESS_LOWI10,24573.63581
24005,MD,Baltimore,LACCESS_LOWI15,23076.76136
24005,MD,Baltimore,PCH_LACCESS_LOWI_10_15,-6.091383729
24005,MD,Baltimore,PCT_LACCESS_LOWI10,3.0525156
24005,MD,Baltimore,PCT_LACCESS_LOWI15,2.866575161
24005,MD,Baltimore,LACCESS_HHNV10,3529.2982
24005,MD,Baltimore,LACCESS_HHNV15,3057.744193
24005,MD,Baltimore,PCH_LACCESS_HHNV_10_15,-13.36112678
24005,MD,Baltimore,PCT_LACCESS_HHNV10,1.114345137
24005,MD,Baltimore,PCT_LACCESS_HHNV15,0.96545607
24005,MD,Baltimore,LACCESS_SNAP15,3817.607401
24005,MD,Baltimore,PCT_LACCESS_SNAP15,1.205376253
24005,MD,Baltimore,LACCESS_CHILD10,36259.99643
24005,MD,Baltimore,LACCESS_CHILD15,32014.96372
24005,MD,Baltimore,LACCESS_CHILD_10_15,-11.70720664
24005,MD,Baltimore,PCT_LACCESS_CHILD10,4.50418512
24005,MD,Baltimore,PCT_LACCESS_CHILD15,3.97687086
24005,MD,Baltimore,LACCESS_SENIORS10,23954.34102
24005,MD,Baltimore,LACCESS_SENIORS15,20265.01649
24005,MD,Baltimore,PCH_LACCESS_SENIORS_10_15,-15.40148623
24005,MD,Baltimore,PCT_LACCESS_SENIORS10,2.975587342
24005,MD,Baltimore,PCT_LACCESS_SENIORS15,2.517302667
24005,MD,Baltimore,LACCESS_WHITE15,95697.86629
24005,MD,Baltimore,PCT_LACCESS_WHITE15,11.88750545
24005,MD,Baltimore,LACCESS_BLACK15,34881.25784
24005,MD,Baltimore,PCT_LACCESS_BLACK15,4.332919416
24005,MD,Baltimore,LACCESS_HISP15,3895.595649
24005,MD,Baltimore,PCT_LACCESS_HISP15,0.483907493
24005,MD,Baltimore,LACCESS_NHASIAN15,6132.601317
24005,MD,Baltimore,PCT_LACCESS_NHASIAN15,0.761786385
24005,MD,Baltimore,LACCESS_NHNA15,326.0796099
24005,MD,Baltimore,PCT_LACCESS_NHNA15,0.040505325
24005,MD,Baltimore,LACCESS_NHPI15,46.70673559
24005,MD,Baltimore,PCT_LACCESS_NHPI15,0.00580187
24005,MD,Baltimore,LACCESS_MULTIR15,4129.1193
24005,MD,Baltimore,PCT_LACCESS_MULTIR15,0.512915597
24009,MD,Calvert,LACCESS_POP10,29795.76605
24009,MD,Calvert,LACCESS_POP15,32025.62471
24009,MD,Calvert,PCH_LACCESS_POP_10_15,7.483810481
24009,MD,Calvert,PCT_LACCESS_POP10,33.57761255
24009,MD,Calvert,PCT_LACCESS_POP15,36.09049744
24009,MD,Calvert,LACCESS_LOWI10,4119.039245
24009,MD,Calvert,LACCESS_LOWI15,4625.687631
24009,MD,Calvert,PCH_LACCESS_LOWI_10_15,12.30015921
24009,MD,Calvert,PCT_LACCESS_LOWI10,4.641850914
24009,MD,Calvert,PCT_LACCESS_LOWI15,5.212805967
24009,MD,Calvert,LACCESS_HHNV10,749.1313465
24009,MD,Calvert,LACCESS_HHNV15,650.0900968
24009,MD,Calvert,PCH_LACCESS_HHNV_10_15,-13.22081237
24009,MD,Calvert,PCT_LACCESS_HHNV10,2.426493527
24009,MD,Calvert,PCT_LACCESS_HHNV15,2.10569137
24009,MD,Calvert,LACCESS_SNAP15,973.5705738
24009,MD,Calvert,PCT_LACCESS_SNAP15,3.15346929
24009,MD,Calvert,LACCESS_CHILD10,8192.062109
24009,MD,Calvert,LACCESS_CHILD15,8879.688651
24009,MD,Calvert,LACCESS_CHILD_10_15,8.393815047
24009,MD,Calvert,PCT_LACCESS_CHILD10,9.231844788
24009,MD,Calvert,PCT_LACCESS_CHILD15,10.00674876
24009,MD,Calvert,LACCESS_SENIORS10,2521.937113
24009,MD,Calvert,LACCESS_SENIORS15,2668.488403
24009,MD,Calvert,PCH_LACCESS_SENIORS_10_15,5.811060408
24009,MD,Calvert,PCT_LACCESS_SENIORS10,2.842035581
24009,MD,Calvert,PCT_LACCESS_SENIORS15,3.007187985
24009,MD,Calvert,LACCESS_WHITE15,26365.52465
24009,MD,Calvert,PCT_LACCESS_WHITE15,29.71198559
24009,MD,Calvert,LACCESS_BLACK15,3893.706566
24009,MD,Calvert,PCT_LACCESS_BLACK15,4.387917741
24009,MD,Calvert,LACCESS_HISP15,1057.623083
24009,MD,Calvert,PCT_LACCESS_HISP15,1.191862563
24009,MD,Calvert,LACCESS_NHASIAN15,441.0188946
24009,MD,Calvert,PCT_LACCESS_NHASIAN15,0.496995497
24009,MD,Calvert,LACCESS_NHNA15,131.9843303
24009,MD,Calvert,PCT_LACCESS_NHNA15,0.148736525
24009,MD,Calvert,LACCESS_NHPI15,19.55345197
24009,MD,Calvert,PCT_LACCESS_NHPI15,0.022035286
24009,MD,Calvert,LACCESS_MULTIR15,1173.836839
24009,MD,Calvert,PCT_LACCESS_MULTIR15,1.322826825
24011,MD,Caroline,LACCESS_POP10,2126.863962
24011,MD,Caroline,LACCESS_POP15,1739.832246
24011,MD,Caroline,PCH_LACCESS_POP_10_15,-18.19729528
24011,MD,Caroline,PCT_LACCESS_POP10,6.432177953
24011,MD,Caroline,PCT_LACCESS_POP15,5.261695537
24011,MD,Caroline,LACCESS_LOWI10,746.361453
24011,MD,Caroline,LACCESS_LOWI15,749.5980376
24011,MD,Caroline,PCH_LACCESS_LOWI_10_15,0.433648413
24011,MD,Caroline,PCT_LACCESS_LOWI10,2.257186999
24011,MD,Caroline,PCT_LACCESS_LOWI15,2.266975254
24011,MD,Caroline,LACCESS_HHNV10,354.2190229
24011,MD,Caroline,LACCESS_HHNV15,463.400905
24011,MD,Caroline,PCH_LACCESS_HHNV_10_15,30.82326897
24011,MD,Caroline,PCT_LACCESS_HHNV10,2.913464574
24011,MD,Caroline,PCT_LACCESS_HHNV15,3.811489596
24011,MD,Caroline,LACCESS_SNAP15,179.9456006
24011,MD,Caroline,PCT_LACCESS_SNAP15,1.480059225
24011,MD,Caroline,LACCESS_CHILD10,560.4949543
24011,MD,Caroline,LACCESS_CHILD15,445.9389153
24011,MD,Caroline,LACCESS_CHILD_10_15,-20.43837116
24011,MD,Caroline,PCT_LACCESS_CHILD10,1.6950794
24011,MD,Caroline,PCT_LACCESS_CHILD15,1.348632781
24011,MD,Caroline,LACCESS_SENIORS10,310.269637
24011,MD,Caroline,LACCESS_SENIORS15,272.5414371
24011,MD,Caroline,PCH_LACCESS_SENIORS_10_15,-12.15981049
24011,MD,Caroline,PCT_LACCESS_SENIORS10,0.938334352
24011,MD,Caroline,PCT_LACCESS_SENIORS15,0.824234673
24011,MD,Caroline,LACCESS_WHITE15,1093.590567
24011,MD,Caroline,PCT_LACCESS_WHITE15,3.307296217
24011,MD,Caroline,LACCESS_BLACK15,589.3487735
24011,MD,Caroline,PCT_LACCESS_BLACK15,1.782340693
24011,MD,Caroline,LACCESS_HISP15,42.82962135
24011,MD,Caroline,PCT_LACCESS_HISP15,0.129527676
24011,MD,Caroline,LACCESS_NHASIAN15,11.60132933
24011,MD,Caroline,PCT_LACCESS_NHASIAN15,0.035085373
24011,MD,Caroline,LACCESS_NHNA15,2.528610258
24011,MD,Caroline,PCT_LACCESS_NHNA15,0.007647161
24011,MD,Caroline,LACCESS_NHPI15,0.008826208
24011,MD,Caroline,PCT_LACCESS_NHPI15,2.67e-05
24011,MD,Caroline,LACCESS_MULTIR15,42.75414056
24011,MD,Caroline,PCT_LACCESS_MULTIR15,0.129299403
24013,MD,Carroll,LACCESS_POP10,42952.53557
24013,MD,Carroll,LACCESS_POP15,40184.37226
24013,MD,Carroll,PCH_LACCESS_POP_10_15,-6.444702904
24013,MD,Carroll,PCT_LACCESS_POP10,25.69946005
24013,MD,Carroll,PCT_LACCESS_POP15,24.04320621
24013,MD,Carroll,LACCESS_LOWI10,6253.866528
24013,MD,Carroll,LACCESS_LOWI15,5422.397111
24013,MD,Carroll,PCH_LACCESS_LOWI_10_15,-13.29528563
24013,MD,Carroll,PCT_LACCESS_LOWI10,3.741827832
24013,MD,Carroll,PCT_LACCESS_LOWI15,3.244341134
24013,MD,Carroll,LACCESS_HHNV10,1121.093454
24013,MD,Carroll,LACCESS_HHNV15,1150.304719
24013,MD,Carroll,PCH_LACCESS_HHNV_10_15,2.60560479
24013,MD,Carroll,PCT_LACCESS_HHNV10,1.875177222
24013,MD,Carroll,PCT_LACCESS_HHNV15,1.92403693
24013,MD,Carroll,LACCESS_SNAP15,832.7209592
24013,MD,Carroll,PCT_LACCESS_SNAP15,1.392836047
24013,MD,Carroll,LACCESS_CHILD10,10907.77851
24013,MD,Carroll,LACCESS_CHILD15,10137.0563
24013,MD,Carroll,LACCESS_CHILD_10_15,-7.065803617
24013,MD,Carroll,PCT_LACCESS_CHILD10,6.52636717
24013,MD,Carroll,PCT_LACCESS_CHILD15,6.065226882
24013,MD,Carroll,LACCESS_SENIORS10,5850.413814
24013,MD,Carroll,LACCESS_SENIORS15,5575.006805
24013,MD,Carroll,PCH_LACCESS_SENIORS_10_15,-4.707479128
24013,MD,Carroll,PCT_LACCESS_SENIORS10,3.500433074
24013,MD,Carroll,PCT_LACCESS_SENIORS15,3.335650918
24013,MD,Carroll,LACCESS_WHITE15,37138.40007
24013,MD,Carroll,PCT_LACCESS_WHITE15,22.22073311
24013,MD,Carroll,LACCESS_BLACK15,1578.951641
24013,MD,Carroll,PCT_LACCESS_BLACK15,0.944721984
24013,MD,Carroll,LACCESS_HISP15,805.2128132
24013,MD,Carroll,PCT_LACCESS_HISP15,0.481776786
24013,MD,Carroll,LACCESS_NHASIAN15,658.716807
24013,MD,Carroll,PCT_LACCESS_NHASIAN15,0.394124958
24013,MD,Carroll,LACCESS_NHNA15,65.97396568
24013,MD,Carroll,PCT_LACCESS_NHNA15,0.039473695
24013,MD,Carroll,LACCESS_NHPI15,13.69320078
24013,MD,Carroll,PCT_LACCESS_NHPI15,0.008192947
24013,MD,Carroll,LACCESS_MULTIR15,728.6365697
24013,MD,Carroll,PCT_LACCESS_MULTIR15,0.435959511
24015,MD,Cecil,LACCESS_POP10,20177.45564
24015,MD,Cecil,LACCESS_POP15,22751.07221
24015,MD,Cecil,PCH_LACCESS_POP_10_15,12.75491132
24015,MD,Cecil,PCT_LACCESS_POP10,19.9563394
24015,MD,Cecil,PCT_LACCESS_POP15,22.50175279
24015,MD,Cecil,LACCESS_LOWI10,4722.855821
24015,MD,Cecil,LACCESS_LOWI15,6576.904078
24015,MD,Cecil,PCH_LACCESS_LOWI_10_15,39.25693114
24015,MD,Cecil,PCT_LACCESS_LOWI10,4.671100032
24015,MD,Cecil,PCT_LACCESS_LOWI15,6.504830556
24015,MD,Cecil,LACCESS_HHNV10,906.303953
24015,MD,Cecil,LACCESS_HHNV15,1093.657584
24015,MD,Cecil,PCH_LACCESS_HHNV_10_15,20.67227341
24015,MD,Cecil,PCT_LACCESS_HHNV10,2.458306759
24015,MD,Cecil,PCT_LACCESS_HHNV15,2.966494654
24015,MD,Cecil,LACCESS_SNAP15,990.3765175
24015,MD,Cecil,PCT_LACCESS_SNAP15,2.686349628
24015,MD,Cecil,LACCESS_CHILD10,5022.969247
24015,MD,Cecil,LACCESS_CHILD15,5552.427912
24015,MD,Cecil,LACCESS_CHILD_10_15,10.54075066
24015,MD,Cecil,PCT_LACCESS_CHILD10,4.967924642
24015,MD,Cecil,PCT_LACCESS_CHILD15,5.491581192
24015,MD,Cecil,LACCESS_SENIORS10,2302.170841
24015,MD,Cecil,LACCESS_SENIORS15,2753.259666
24015,MD,Cecil,PCH_LACCESS_SENIORS_10_15,19.59406389
24015,MD,Cecil,PCT_LACCESS_SENIORS10,2.27694232
24015,MD,Cecil,PCT_LACCESS_SENIORS15,2.723087853
24015,MD,Cecil,LACCESS_WHITE15,19639.82769
24015,MD,Cecil,PCT_LACCESS_WHITE15,19.42460309
24015,MD,Cecil,LACCESS_BLACK15,1898.387185
24015,MD,Cecil,PCT_LACCESS_BLACK15,1.877583559
24015,MD,Cecil,LACCESS_HISP15,820.2830326
24015,MD,Cecil,PCT_LACCESS_HISP15,0.811293896
24015,MD,Cecil,LACCESS_NHASIAN15,374.4249552
24015,MD,Cecil,PCT_LACCESS_NHASIAN15,0.37032179
24015,MD,Cecil,LACCESS_NHNA15,70.7700044
24015,MD,Cecil,PCT_LACCESS_NHNA15,0.069994466
24015,MD,Cecil,LACCESS_NHPI15,9.026607169
24015,MD,Cecil,PCT_LACCESS_NHPI15,0.008927688
24015,MD,Cecil,LACCESS_MULTIR15,758.6357947
24015,MD,Cecil,PCT_LACCESS_MULTIR15,0.750322224
24017,MD,Charles,LACCESS_POP10,46914.42143
24017,MD,Charles,LACCESS_POP15,43217.56396
24017,MD,Charles,PCH_LACCESS_POP_10_15,-7.880002255
24017,MD,Charles,PCT_LACCESS_POP10,32.01235163
24017,MD,Charles,PCT_LACCESS_POP15,29.4897776
24017,MD,Charles,LACCESS_LOWI10,5465.975656
24017,MD,Charles,LACCESS_LOWI15,6599.86407
24017,MD,Charles,PCH_LACCESS_LOWI_10_15,20.74448342
24017,MD,Charles,PCT_LACCESS_LOWI10,3.729742994
24017,MD,Charles,PCT_LACCESS_LOWI15,4.503458912
24017,MD,Charles,LACCESS_HHNV10,707.6565289
24017,MD,Charles,LACCESS_HHNV15,949.1893179
24017,MD,Charles,PCH_LACCESS_HHNV_10_15,34.13135881
24017,MD,Charles,PCT_LACCESS_HHNV10,1.381763832
24017,MD,Charles,PCT_LACCESS_HHNV15,1.853378603
24017,MD,Charles,LACCESS_SNAP15,1247.750642
24017,MD,Charles,PCT_LACCESS_SNAP15,2.436346784
24017,MD,Charles,LACCESS_CHILD10,13164.06499
24017,MD,Charles,LACCESS_CHILD15,12049.1572
24017,MD,Charles,LACCESS_CHILD_10_15,-8.469327604
24017,MD,Charles,PCT_LACCESS_CHILD10,8.98258285
24017,MD,Charles,PCT_LACCESS_CHILD15,8.221818481
24017,MD,Charles,LACCESS_SENIORS10,3564.709625
24017,MD,Charles,LACCESS_SENIORS15,3554.088543
24017,MD,Charles,PCH_LACCESS_SENIORS_10_15,-0.297950833
24017,MD,Charles,PCT_LACCESS_SENIORS10,2.432402116
24017,MD,Charles,PCT_LACCESS_SENIORS15,2.425154754
24017,MD,Charles,LACCESS_WHITE15,19462.12535
24017,MD,Charles,PCT_LACCESS_WHITE15,13.2801041
24017,MD,Charles,LACCESS_BLACK15,19667.48342
24017,MD,Charles,PCT_LACCESS_BLACK15,13.42023147
24017,MD,Charles,LACCESS_HISP15,1860.035181
24017,MD,Charles,PCT_LACCESS_HISP15,1.269206748
24017,MD,Charles,LACCESS_NHASIAN15,1604.787877
24017,MD,Charles,PCT_LACCESS_NHASIAN15,1.095037138
24017,MD,Charles,LACCESS_NHNA15,272.0237564
24017,MD,Charles,PCT_LACCESS_NHNA15,0.185617127
24017,MD,Charles,LACCESS_NHPI15,34.44400439
24017,MD,Charles,PCT_LACCESS_NHPI15,0.023503084
24017,MD,Charles,LACCESS_MULTIR15,2176.699585
24017,MD,Charles,PCT_LACCESS_MULTIR15,1.485284703
24019,MD,Dorchester,LACCESS_POP10,3786.995855
24019,MD,Dorchester,LACCESS_POP15,5295.410774
24019,MD,Dorchester,PCH_LACCESS_POP_10_15,39.83143835
24019,MD,Dorchester,PCT_LACCESS_POP10,11.61014119
24019,MD,Dorchester,PCT_LACCESS_POP15,16.23462743
24019,MD,Dorchester,LACCESS_LOWI10,948.2877021
24019,MD,Dorchester,LACCESS_LOWI15,1936.185702
24019,MD,Dorchester,PCH_LACCESS_LOWI_10_15,104.1770338
24019,MD,Dorchester,PCT_LACCESS_LOWI10,2.90725275
24019,MD,Dorchester,PCT_LACCESS_LOWI15,5.935942431
24019,MD,Dorchester,LACCESS_HHNV10,303.036167
24019,MD,Dorchester,LACCESS_HHNV15,488.64633
24019,MD,Dorchester,PCH_LACCESS_HHNV_10_15,61.25016852
24019,MD,Dorchester,PCT_LACCESS_HHNV10,2.24106025
24019,MD,Dorchester,PCT_LACCESS_HHNV15,3.61371343
24019,MD,Dorchester,LACCESS_SNAP15,420.6095222
24019,MD,Dorchester,PCT_LACCESS_SNAP15,3.110557035
24019,MD,Dorchester,LACCESS_CHILD10,607.6139699
24019,MD,Dorchester,LACCESS_CHILD15,876.7650382
24019,MD,Dorchester,LACCESS_CHILD_10_15,44.29639238
24019,MD,Dorchester,PCT_LACCESS_CHILD10,1.862817984
24019,MD,Dorchester,PCT_LACCESS_CHILD15,2.687979147
24019,MD,Dorchester,LACCESS_SENIORS10,934.9578169
24019,MD,Dorchester,LACCESS_SENIORS15,1381.382079
24019,MD,Dorchester,PCH_LACCESS_SENIORS_10_15,47.74806461
24019,MD,Dorchester,PCT_LACCESS_SENIORS10,2.866386096
24019,MD,Dorchester,PCT_LACCESS_SENIORS15,4.235029981
24019,MD,Dorchester,LACCESS_WHITE15,4435.676482
24019,MD,Dorchester,PCT_LACCESS_WHITE15,13.598861
24019,MD,Dorchester,LACCESS_BLACK15,679.3693102
24019,MD,Dorchester,PCT_LACCESS_BLACK15,2.082804924
24019,MD,Dorchester,LACCESS_HISP15,156.1348436
24019,MD,Dorchester,PCT_LACCESS_HISP15,0.478676938
24019,MD,Dorchester,LACCESS_NHASIAN15,24.87028467
24019,MD,Dorchester,PCT_LACCESS_NHASIAN15,0.076247117
24019,MD,Dorchester,LACCESS_NHNA15,23.28067687
24019,MD,Dorchester,PCT_LACCESS_NHNA15,0.07137371
24019,MD,Dorchester,LACCESS_NHPI15,0.302488357
24019,MD,Dorchester,PCT_LACCESS_NHPI15,0.000927366
24019,MD,Dorchester,LACCESS_MULTIR15,131.9115537
24019,MD,Dorchester,PCT_LACCESS_MULTIR15,0.404413372
24021,MD,Frederick,LACCESS_POP10,48429.94185
24021,MD,Frederick,LACCESS_POP15,55823.20373
24021,MD,Frederick,PCH_LACCESS_POP_10_15,15.26589048
24021,MD,Frederick,PCT_LACCESS_POP10,20.75109448
24021,MD,Frederick,PCT_LACCESS_POP15,23.91893384
24021,MD,Frederick,LACCESS_LOWI10,4210.976502
24021,MD,Frederick,LACCESS_LOWI15,6646.590573
24021,MD,Frederick,PCH_LACCESS_LOWI_10_15,57.83965
24021,MD,Frederick,PCT_LACCESS_LOWI10,1.804304691
24021,MD,Frederick,PCT_LACCESS_LOWI15,2.847908209
24021,MD,Frederick,LACCESS_HHNV10,1246.881476
24021,MD,Frederick,LACCESS_HHNV15,1106.087506
24021,MD,Frederick,PCH_LACCESS_HHNV_10_15,-11.29168831
24021,MD,Frederick,PCT_LACCESS_HHNV10,1.470379099
24021,MD,Frederick,PCT_LACCESS_HHNV15,1.304348475
24021,MD,Frederick,LACCESS_SNAP15,870.8157536
24021,MD,Frederick,PCT_LACCESS_SNAP15,1.02690537
24021,MD,Frederick,LACCESS_CHILD10,13253.82397
24021,MD,Frederick,LACCESS_CHILD15,15366.88087
24021,MD,Frederick,LACCESS_CHILD_10_15,15.94299801
24021,MD,Frederick,PCT_LACCESS_CHILD10,5.678952792
24021,MD,Frederick,PCT_LACCESS_CHILD15,6.584348123
24021,MD,Frederick,LACCESS_SENIORS10,4604.834125
24021,MD,Frederick,LACCESS_SENIORS15,5305.643771
24021,MD,Frederick,PCH_LACCESS_SENIORS_10_15,15.21899871
24021,MD,Frederick,PCT_LACCESS_SENIORS10,1.973063447
24021,MD,Frederick,PCT_LACCESS_SENIORS15,2.273343947
24021,MD,Frederick,LACCESS_WHITE15,48652.47174
24021,MD,Frederick,PCT_LACCESS_WHITE15,20.84644332
24021,MD,Frederick,LACCESS_BLACK15,3177.6349
24021,MD,Frederick,PCT_LACCESS_BLACK15,1.361542044
24021,MD,Frederick,LACCESS_HISP15,2758.181531
24021,MD,Frederick,PCT_LACCESS_HISP15,1.181816111
24021,MD,Frederick,LACCESS_NHASIAN15,1686.814501
24021,MD,Frederick,PCT_LACCESS_NHASIAN15,0.722760461
24021,MD,Frederick,LACCESS_NHNA15,127.5993163
24021,MD,Frederick,PCT_LACCESS_NHNA15,0.054673315
24021,MD,Frederick,LACCESS_NHPI15,23.40115799
24021,MD,Frederick,PCT_LACCESS_NHPI15,0.010026847
24021,MD,Frederick,LACCESS_MULTIR15,2155.281885
24021,MD,Frederick,PCT_LACCESS_MULTIR15,0.92348775
24023,MD,Garrett,LACCESS_POP10,1294.428666
24023,MD,Garrett,LACCESS_POP15,980.7341554
24023,MD,Garrett,PCH_LACCESS_POP_10_15,-24.23420608
24023,MD,Garrett,PCT_LACCESS_POP10,4.300856118
24023,MD,Garrett,PCT_LACCESS_POP15,3.258577783
24023,MD,Garrett,LACCESS_LOWI10,577.0464488
24023,MD,Garrett,LACCESS_LOWI15,448.6396649
24023,MD,Garrett,PCH_LACCESS_LOWI_10_15,-22.25241731
24023,MD,Garrett,PCT_LACCESS_LOWI10,1.917288928
24023,MD,Garrett,PCT_LACCESS_LOWI15,1.490645795
24023,MD,Garrett,LACCESS_HHNV10,608.7018712
24023,MD,Garrett,LACCESS_HHNV15,640.7372696
24023,MD,Garrett,PCH_LACCESS_HHNV_10_15,5.262904537
24023,MD,Garrett,PCT_LACCESS_HHNV10,5.048535052
24023,MD,Garrett,PCT_LACCESS_HHNV15,5.314234632
24023,MD,Garrett,LACCESS_SNAP15,85.75277919
24023,MD,Garrett,PCT_LACCESS_SNAP15,0.711228159
24023,MD,Garrett,LACCESS_CHILD10,274.3717584
24023,MD,Garrett,LACCESS_CHILD15,201.9172582
24023,MD,Garrett,LACCESS_CHILD_10_15,-26.40741911
24023,MD,Garrett,PCT_LACCESS_CHILD10,0.911624941
24023,MD,Garrett,PCT_LACCESS_CHILD15,0.670888322
24023,MD,Garrett,LACCESS_SENIORS10,243.1648501
24023,MD,Garrett,LACCESS_SENIORS15,171.8818027
24023,MD,Garrett,PCH_LACCESS_SENIORS_10_15,-29.31470044
24023,MD,Garrett,PCT_LACCESS_SENIORS10,0.80793717
24023,MD,Garrett,PCT_LACCESS_SENIORS15,0.571092809
24023,MD,Garrett,LACCESS_WHITE15,964.4344398
